17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-01-01 2018-03-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
1,СтруктураПредприятия 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
17914,ЧастноеЛицо 2018-01-01 2018-03-31
23472171,ЧастноеЛицо 2017-10-01 2017-12-31
17914,ЧастноеЛицо 2018-07-01 2018-09-30
17914,ЧастноеЛицо 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
17914,ЧастноеЛицо 2017-10-01 2017-12-31
1,СтруктураПредприятия 2018-07-01 2018-09-30
23472171,ЧастноеЛицо 2018-04-01 2018-06-30
23472171,ЧастноеЛицо 2018-01-01 2018-03-31
1,СтруктураПредприятия 2018-04-01 2018-06-30
1,СтруктураПредприятия 2017-10-01 2017-12-31
